BARCODE;NAMEKH;NAMEEN;NOTE;COST;VENDORID
40400599001984;ឈុតកន្ត្រៃកាត់ក្រចក;Nail Cuticle Nipper;;0.8750;5
6971091792416;ឈុតកន្ត្រៃកាត់ក្រចក;Youmei Beauty Product  Houshold Articles;;0.4750;5
6971341120808;ឧបករណ៍រុសកែងជើង;NALAMEI baseboard  file no.YH.A80;;0.5000;5
6970975170050;ឧបករណ៍ពុតរោមភ្នែក;Eyelash curler no.108;;0.4750;5
41200298951984;ដែកដុសឆ្នាំង;JJ stainless stell  scrubber 4pcs;;0.4500;5
41200299011984;ដែកដុសឆ្នាំងមានដង;Sponge Kitchen Ware;;0.4750;5
6978456100169;អំបោស&ចូកសំរាម;Set clean broom  no.0016;;2.7500;5
6939931587516;ក្រាស់សិតសក់មូល;Jia Hua hair brushes;;0.5000;5
6971341127142;ជ័រមូរសក់;NALAMEI hair  curler 23 cm;;0.4250;5
6971341127142;ជ័រមូរសក់;NALAMEI hair  curler 23 cm;;0.4750;5
6971341120693;អេប៉ុងផាត់មុខ;NALAMEI powder  puff 2pcs;;0.5000;5
42100199041984;ម៉ែត្រ ប្រវែង 5m;Meter;;0.5000;5
41500799981984;ជើងកាត់ស្តុត;TAPE cutter Size:2;;0.5000;5
41500798821984;ស្តុតពណ៌ខ្មៅ;GUMMED black tape;;0.3750;5
40100799411984;បូចងសក់ចំរុះ;Tie hair ring rope;;0.4500;5
41100698981984;សាប៊ូដុំដាក់បង្គន់;Soap cleansing  for toilet 10pcs;;0.4500;5
6955422490059;សាប៊ូដុំដាក់បង្គន់;Soap cleansing  for toilet 10pcs;;0.4500;5
40700698901984;ឈុតជក់ផាត់មុខ;Makeup set brush;;0.4750;5
656497808973;ឈុតជក់ផាត់មុខ;COSMETIC Brush  Profusion;;0.5000;5
6410254216586;ឈុតជក់ផាត់មុខ;LINGZI brush set  5pcs no.103;;0.5000;5
41000898941984;អេះខ្នង;Massage Body;;0.3750;5
41200498721984;ឈុតអំបោស&ចូកសំរាម;ACCERSSORIES  CLEAN HOME;;2.5000;5
6949846904940;ក្រាស់សិតសក់;XINJIEDA hair comb;;0.2375;5
41200298981984;ដែកដុសឆ្នាំង;Sponge Kitchen Ware;;0.4500;5
6935457517617;ក្រាស់សិតសក់;Round Hair Brush Brown;;0.1667;5
6971018100393;ខ្សែសាកទូរស័ព្ទ;5A FOR IPHONE;;0.7500;5
6971018100318;ខ្សែសាកទូរស័ព្ទ;x18 IPHONE QUICK  DATE CABLE;;0.8750;5
6971348935910;ខ្សែសាកថ្មទូរស័ព្ទ;5A FAST CHARGE  DATA CABLE;;1.0000;5
40100797251984;បូរចងសក់;Hair Band;;0.4500;5
40100797261984;បន្តោងសោរ;CORTOON KEYCHAIN;;0.4500;5
6926292522980;កន្ត្រៃ;SCISSORS OFFICE;;0.5000;5
6947448705170;ស្មារអាវ;Yameiou non-trace  hangers 10pcs;;0.4750;5
8654211215467;ស្បៃដុសខ្លួនវែង;JJUAN Bath Sponge;;0.4500;5
41800499991984;រ៉ាកែត;Racket;;3.2000;5
6932489703001;គ្រាប់រ៉ាកែត;Racket;1 unit x 6 pcs;2.5000;5
8850092382452;ក្រដាសសើមជូតមុខ  និងដងខ្លួនក្មេង;Wet face paper  And young body;1 ctn x 50 unit  1 unit = 80​ pcs;0.4875;6
8938505873145;សំឡីត្បាលត្រចៀក  កំប៉ុងតូច;Earplugs  Small cans;1 ctn x 480 unit;0.1668;6
40300298971984;សំឡីត្បាលត្រចៀក  កំប៉ុងធំ;Earplugs  Large cans;1 ctn x 240 unit  200 pcs;0.3333;6
8938505873046;សំឡីត្បាលត្រចៀក  កញ្ចប់;Earplugs  Package;1 ctn x 120 unit;0.4167;6
41000599991984;អាល់កុលបាញ់  សំលាប់មេរោគ;Alcohol spray  Disinfect;100 ml;0.5000;6
8851907031534;គូល័រពណ៌ម៉ាស្ទ័រ;Color Pencil;1 Box  12 Color;1.1666;6
8851907084400;គូល័រពណ៌;Color Pencil;1 Box  24 Color;2.3333;6
8936195060104;ម៉ាសកូនក្មេង  NAM ANH face mask  5 D for baby;Baby Mass  NAM ANH face mask  5 D for baby;1 ctn x 100 unit  10 pcs;1.1000;6
8938534458078;ម៉ាស 3D បីស្រទាប់  3​D face mask 3 layer;Three-layer 3D mass  3 D face mask 3 layer;1 ctn x 100 unit  10 pcs;1.2000;6
8849303549999;ម៉ាសប្រអប់  Deng Rong protective  mask 4PLY;Box Mass  Deng Rong protective  mask 4PLY;1 ctn x 50 unit  50 pcs;1.6000;6
8901057310420;ឧបករណ៍មេកឹប  Kangaro;Masterpiece  Kangaro;HP - 10;2.6000;6
8850485060523;សាប៊ូរមាស់កញ្ចប់  SUPAPORN;Shampoo pack  SUPAPORN;70 g;1.1583;7
8850485060196;សាប៊ូរមាស់កញ្ចប់  SUPAPORN;Shampoo pack  SUPAPORN;70 g;1.1583;7
4902430865463;សាប៊ូអប់សក់ក្លិនកូឡាប;Rose Fragrance Shampoo  Rejoice conditioner;120 ml;1.2500;7
4902430772150;សាប៊ូអប់សក់ក្លិនទឹកអប់;Perfume Shampoo  Rejoice conditioner;120 ml;1.2500;7
4902430865449;សាប៊ូកក់សក់ក្លិនកូឡាប;Rose Shampoo  Rejoice shampoo  (luminous rose);120 ml;1.00;7
4902430771955;សាប៊ូកក់សក់ក្លិនទឹកអប់  ;Rejoice shampoo  (perfume smooth);120 ml;1.00;7
8850822180112;គ្រីមលាបមុខបំបាត់  ស្នាមអុជខ្មៅ  KA face & neck;Cleansing face cream  Dark spots;48 g;1.3750;7
8859178706830;រ៉ូលអនលុញស្លៀក  Mistine roll-on;Mistine roll-on;100 ml;1.3666;7
8859178740063;ហ៊្វូមលាងមុខ  បំបាត់ជាតិខ្លាញ់  ;Mistine cleansing foam;80 g;1.3667;7
8934868052753;ទឹកលាងសំអាត  បង្គន់ និង បន្ទប់ទឹក  PROMAX;Cleansing water  Toilets and bathrooms  PROMAX;900 ml;1.6500;7
40600599991984;ឧបករណ៏ម៉ាស់មុខ   OLAY;Face mask;N/A;1.7500;7
8851111105014;សំឡីអនាម័យស្ត្រី(យប់)  Sofy women diaper;Women's Sanitary Napkin (Night);Old Packing  1 ctn x 100 unit   New packing  1 ctn x 88 unit;0.3352;7
4902430829472;គ្រីមការពារកំដៅថ្ងៃ;OLAY sun cream;7.5 g;2.4583;7
8851111300013;សំឡីអនាម័យស្ត្រី (ថ្ងៃ)  ;Sofy women diaper;1 ctn x 120 unit;0.2792;7
8859178710837;សាប៊ូទឹកដុសខ្លួន;Mistine shower cream;500 ml;2.9000;7
8850006937211;ថ្នាំដុសធ្មេញក្លិនប្រហើរ\;Toothpaste for kids Colgate;25 g;0.1666;7
6926157000660;សាប៊ូម្ស៉ៅលាងម៉ាស៊ីន  បោកសម្លៀកបំពាក់;Washing Machine;90 g;0.6667;7
8850002015241;ថ្នាំដុសធ្មេញសម្រាប់ក្មេង;Toothpaste for kids Kodomo;40 g;0.7291;7
8850002015203;ថ្នាំដុសធ្មេញកូនក្មេង  រសជាតិស្ត្រប័ររី;Kodomo kids;40 g;0.7291;7
8850002008670;ថ្នាំដុសធ្មេញកូនក្មេង  រសជាតិស្ត្រប័ររី;Strawberry flavored baby toothpaste Kodomo;40 g;0.7291;7
8850029032023;ឡេវីតាមីនលាបស្បែក  ក្លិនប័ររី;Nivea  berry lotion;180 g;3.3333;7
8850029028507;ឡេវីតាមីនលាបស្បែក  ក្លិនក្រូច;Nivea  orange lotion;180 g;2.9000;7
8850006933664;សាប៊ូដុសខ្លួន;Protex body wash;475 ml;3.5000;7
8850006933688;សាប៊ូដុសខ្លួន;Protex body wash;475 ml;3.0833;7
8992304036491;សាប៊ូកក់ព្យាបាល  សក់ជ្រុះ;L'OREAL shampoo;650 ml;3.9166;7
8992304036415;សាប៊ូកក់ព្យាបាលសក់ខូច;L'OREAL shampoo;650 ml;3.9166;7
4005808695829;ឡេលាបជំនួយស្បែកមានសំណើម;Nivea  body milk lotion;600 ml;4.1250;7
8850029000114;ហ្វូមលាងមុខ;Nivea foam;100 g;2.0208;7
8850029028071;ហ្វ៊ូមលាងជំនួយស្បែកមុខ បំបាត់ជាតិខ្លាញ់;Nivea foam;100​ g;2.0416;7
4005808757473;ហ្វ៊ូមលាងជំនួយស្បែកមុខបំបាត់ជាតិខ្លាញ់;Nivea Foam;100​ g;2.0416;7
8851989081199;គ្រីមដុសខ្លួនជំនួយ ស្បែកអោយស;Whitening Cream;450 ml;2.2000;7
8851989080383;គ្រីមដុសខ្លួនជំនួយ ស្បែកអោយស;Whitening Cream;450 ml;2.2000;7
8851989080239;គ្រីមដុសខ្លួនជំនួយ ស្បែកអោយស;Whitening Cream;450 ml;1.9166;7
8851989080246;គ្រីមដុសខ្លួនជួយអោយ ស្បែកស ;Whitening cream helps whiten skin BeNice;450 ml;1.9166;7
8850002017603;ថ្នាំដុសធ្មេញក្លិនប្រហើរ;Scented toothpaste SYSTEMA;160 g;2.0000;7
8850002020481;ថ្នាំដុសធ្មេញក្លិនឈើរី;Cherry toothpaste SYSTEMA;160 g;2.2000;7
8859178707462;សាប៊ូកក់និងដុសខ្លួន ក្លិនស្ត្រប័ររី;Strawberry Shampoo & Conditioner;400 ml;2.2083;7
8859178707479;សាប៊ូកក់និងដុសខ្លួន;Mistine Kiddy;400 ml;2.2083;7
8855629004517;សាប៊ូកក់និងដុសខ្លួន ក្លិនប័ររី;Berry Shampoo & Conditioner;400 ml;2.2083;7
8859178707639;សាប៊ូកក់និងដុសខ្លួន ក្លិនប៉ោមខៀវ;Blue Apple Shampoo & Body Wash;400 ml;2.2083;7
8851123710718;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង MILD KIDS;MILD KIDS Baby Shampoo & Conditioner;480 ml;2.2500;7
8851123710732;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង MILD KIDS;MILD KIDS Baby Shampoo & Conditioner;480 ml;2.2500;7
8851123710725;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង MILD KIDS;MILD KIDS Baby Shampoo & Conditioner;480 ml;2.2500;7
8850006932070;ទឹកខ្ពុលមាត់;Colgate (cool bright smile);500 ml;2.2000;7
8850006301135;ទឹកខ្ពុលមាត់ក្លិនប្រហើរ;Colgate (peppermint fresh);500 ml;2.3583;7
4902430459617;សាប៊ូកក់ព្យាបាលសក់ជ្រុះ;Pantene shampoo;1.2 L;7.0840;7
4902430459624;សាប៊ូកក់ព្យាបាល សក់ខូចបែកចុង;Shampoo for damaged and split ends;1.2 L;7.0833;7
8851123710275;សាប៊ូទឹកដុសខ្លួនកូនក្មេង;BABI MILD;850 ml;4.4166;7
8859178720010;អាយលែន័រគូសចិញ្ចើម;Mistine eyeliner;1 g;2.2500;7
8850029022857;ឡេលាបជំនួយស្បែក អោយទន់រលោងស្អាត;Hydra-Soothing fluid, a non-greasy moisturizing milk;600 ml;3.1491;7
8850029031422;ឡេលាបជំនួយស្បែក ក្លិនក្រូចលឿង;Orange-yellow skin care lotion;525 ml;4.3333;7
8850029031408;ឡេលាបជំនួយស្បែក ក្លិនផ្កាកូលាប;Rose skin care lotion;525 ml;4.3333;7
8850029031385;ឡេលាបជំនួយស្បែក ក្លិនផ្កាសាគូរ៉ា;Sakura Flower Scented Lotion;525 ml;4.3333;7
8850029032283;ឡេលាបជំនួយស្បែក ក្លិនផ្កាឈូកត្រជាក់;Rose Skin cream;525 ml;4.3333;7
8888202003096;សាប៊ូទឹកដុសខ្លួន ក្លិនផ្កាក្រអូប;Fragrant flower body wash;550 ml;3.7916;7
8888202003089;សាប៊ូទឹកដុសខ្លួន ក្លិនផ្កាក្រអូប;Fragrant flower body wash;550 ml;3.7916;7
8850002851665;សាប៊ូទឹកដុសខ្លួន ក្លិនផ្កាក្រអូប (ដប);Aromatic Flower Body Shampoo (Bottle);500 ml;2.0417;7
8850002024564;សាប៊ូទឹកដុសខ្លួន ក្លិនផ្កាក្រអូប (កញ្ចប់);Aromatic Flower Shampoo (Package);500 ml;1.6666;7
8850002025745;ក្លិនផ្កាក្រអូប (កញ្ចប់) សាប៊ូទឹកដុសខ្លួន;Fragrant flower scent (package) body wash soap;160 g;2.0417;7
4902430522540;គ្រីមអប់សក់បំបាត់អង្កែ;Rejoice Conditioner;410 ml;2.6666;7
4902430522533;សាប៊ូកក់សក់បំបាត់អង្កែ;Rejoice Shampoo;410 ml;2.6666;7
4902430522953;គ្រីមអប់ជំនួយសក់ ទន់ភ្លឺរលោង;Hydra-Soothing fluid, a non-greasy moisturizing milk;410 ml;2.6666;7
4902430523400;សាប៊ូកក់ជំនួយសក់ ទន់ភ្លឺរលោង;Hydra-Soothing fluid, a non-greasy moisturizing milk;410 ml;2.6666;7
4902430573672;សាប៊ូកក់សក់;Pantene Shampoo;70 ml;0.4583;7
9300807041420;ថ្នាំដុសធ្មេញ;Dentiste Nighttime;100 g;3.3125;7
8855629008690;គូល័រផាត់មុខ Mistine;Makeup Mistine;10 g;3.0666;7
8855629008706;គូល័រផាត់មុខ;Makeup Mistine;10 g;3.0666;7
6920354824982;ថ្នាំដុសជំនួយធ្មេញ COLGATE;Toothpaste COLGATE;100 ml;3.2500;7
8859178707073;ហ៊្វូមលាងមុខជំនួយ ស្បែកទន់រលោង;Foam Facial Cleanser;80 g;1.5000;7
8859178719809;ម្សៅលាបខ្លួនកូនក្មេង ការពារកំដៅថ្ងៃ;Baby sunscreen;100 g;1.0000;7
8991380232162;ការពារកំដៅថ្ងៃ;Sun protection;100 ml;3.8333;7
8850722661759;គូល័រផាត់មុខ;ELLEGIRL makeup color;24 g;2.1666;7
8850006604793;សាប៊ូទឹកលាងសម្អាតដៃ Protex;Hand wash soap Protex;250 ml;1.1166;7
8850006600474;សាប៊ូទឹកលាងសម្អាតដៃ Protex;Hand wash soap Protex;250 ml;1.2500;7
6945564148888;សាប៊ូទឹកលាងសម្អាតដៃ Protex;Hand wash soap Protex;N/A;0.9583;7
8850006304686;ទឹកខ្ពុលមាត់ក្លិនតែបៃតង Colgate;Mouthwash Colgate (fresh tea);500 ml;2.3750;7
8850006306017;ទឹកខ្ពុលមាត់ Colgate;Mouthwash Colgate (charcoal-mint);500 ml;2.3750;7
8850006301081;ទឹកខ្ពុលមាត់ក្លិនប្រហើរ Colgate;Mouthwash Colgate (freshmint splash);500 ml;2.3750;7
8850006322512;ថ្នាំដុសធ្មេញជាតិអំបិល Colgate;Toothpaste Colgate;35 g;0.3750;7
8850006234280;ថ្នាំដុសធ្មេញ Colgate;Toothpaste Colgate (great regular flavor);40 g;0.3750;7
8850006204283;ថ្នាំដុសធ្មេញក្លិនប្រហើរ Colgate;Colgate (fresh cool mint);40 g;0.3750;7
8851932353823;សាប៊ូកក់ជំនួយសក់ អោយទន់ភ្លឺរលោង;Hydra-Soothing fluid, a non-greasy moisturizing milk;450 ml;2.3750;7
8851932353830;សាប៊ូកក់ជំនួយសក់ត្រង់ និងទន់រលោង;Hydra-Soothing fluid, a non-greasy moisturizing milk;450 ml;2.3750;7
8851989060835;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង D-NEE;D-NEE Baby Shampoo & Conditioner;400​ ml;2.3750;7
8851989060842;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង D-NEE;D-NEE Baby Shampoo & Conditioner;400 ml;2.3750;7
8851989064192;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង D-NEE;D-NEE Baby Shampoo & Conditioner;400 ml;2.3750;7
8851989064178;សាប៊ូកក់និងដុសខ្លួន កូនក្មេង D-NEE;D-NEE Baby Shampoo & Conditioner;400 ml;2.3750;7
4902430884945;សាប៊ូកក់ជំនួយសក់ត្រង់ រឹងមាំ Pantene;Pantene shampoo;410 ml;2.9000;7
9556076012689;ជែលក្រអូបក្លិនក្រូចលឿង AMBI PUR;Orange-yellow scented gel AMBI PUR;180 g;1.7500;7
9556076012672;ជែលក្រអូបក្លិនឡាវេនដឺ AMBI PUR;Lavender Scented Gel AMBI PUR;180​ g;1.7500;7
8850822111031;គ្រីមការពារកំដៅថ្ងៃជំនួយស្បែកស KA;Whitening Sunscreen KA;50 g;3.8333;7
8850722690025;គ្រីមលាបជំនួយបបូរមាត់ មានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;3.6 g;0.6667;7
8850722069944;គ្រីមលាបជំនួយបបូរមាត់ មានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;3.6 g;0.6667;7
8850722069951;គ្រីមលាបជំនួយបបូរមាត់ មានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;3.6 g;0.6667;7
8850722069968;គ្រីមលាបជំនួយបបូរមាត់ មានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;3.6 g;0.6667;7
40700299051984;ថ្នាំលាបក្រចក;ARMY nail polish;15 ml;0.3583;7
8992304013126;ក្រែមលាបការពារកំដៅថ្ងៃ ( ប្រើពេលថ្ងៃ);Sunscreen (use during the day);50 ml;7.3333;7
8991380221074;ក្រែមលាបមុខ ( ប្រើពេលយប់ );Face cream (night use);50 ml;9.0000;7
8850006332146;ច្រាស់ដុសធ្មេញ Colgate;Toothbrush Colgate;N/A;0.3583;7
8859178710981;សាប៊ូកក់សក់ ការពារសក់ជ្រុះ;Shampoo to prevent hair loss;250 ml;1.6667;7
8859178710998;សាប៊ូអប់សក់ ការពារសក់ជ្រុះ;Shampoo to prevent hair loss;250 ml;1.6667;7
8851932427722;ឡេលាបជំនួយស្បែកស;Vaseline Serum;330 ml;3.7916;7
8851932426374;ឡេលាបដៃនិងដងខ្លួន ការពារកំដៅថ្ងៃ;Sunscreen for hands and body;320​​ ml;4.5000;7
8851932426350;ឡេលាបដៃនិងដងខ្លួន ការពារកំដៅថ្ងៃ;Sunscreen for hands and body;320 ml;4.5000;7
4894532916795;ខ្សែរ៉ូតធ្មេញ Watsons dental;Dental Floss Watsons dental;1 ដុំ x 3 ប្រអប់;0.7222;7
4894532916719;ខ្សែរ៉ូតធ្មេញ Watsons dental;Dental Floss Watsons dental;1 ដុំ x 3 ប្រអប់;0.7167;7
4894532916870;ខ្សែរ៉ូតធ្មេញ Watsons dental;Dental Floss Watsons dental;1 ដុំ x 3 ប្រអប់;0.7167;7
4894532917037;ខ្សែរ៉ូតធ្មេញ Watsons dental;Dental Floss Watsons dental;1 ដុំ x 3 ប្រអប់;0.7167;7
4902430753302;គ្រីមលាបមុខការពារពន្លឺថ្ងៃ Olay;Olay whitening cream;25 g;2.50000;7
4902430658188;គ្រីមលាបមុខជំនួយឱ្យស Olay;Olay whitening cream;25 g;2.50000;7
8851932391542;សាប៊ូកក់សក់ Clear;Clear shampoo;480 ml;2.7905;7
8851932391559;សាប៊ូកក់សក់កំចាត់អង្កែរ Clear; Clear Shampoo;480 ml;2.7905;7
8851932412292;សាប៊ូកក់សក់បំបាត់អង្កែរ ក្លិនសាគូរ៉ា;Sakura Deodorant Shampoo;435 ml;2.7667;7
8851932430159;គ្រីមអប់សក់កំចាត់អង្កែ;Sunsilk Conditioner;330 ml;3.5833;7
8851932430050;គ្រីមអប់សក់ស្អាតឱ្យរលោង;Sunsilk Conditioner;330 ml;3.5833;7
8851932430166;គ្រីមអប់សក់ជំនួយសក់ ( ក្លិនល្មៀត );Hair Conditioner (Scented);330 ml;3.5833;7
8994993011476;គ្រីមការពារកំដៅថ្ងៃ;Garnier sunscreen cream;15 ml;5.7500;7
8858831001022;សាប៊ូដុំដុសខ្លួន ក្លិនក្រូចលាយការ៉ុត;Carrot-scented lemon soap;90 g;0.4167;7
8858831001060;សាប៊ូដុំដុសខ្លួន ក្លិនត្រសក់ស្រូវ;Cucumber Rice Body Soap;90 g;0.4167;7
8858831000964;សាប៊ូដុំដុសខ្លួន ក្លិនផ្កាក្រអូបគ្លូតា;Glutathione Soap;90 g;0.4167;7
8858831000988;សាប៊ូដុំដុសខ្លួនក្លិនកាហ្វេ;VIPADA spa scrup soap;90 g;0.4167;7
8858690024767;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle;100 g;2.9167;7
8858690023487;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle;100 g;2.9167;7
8858690027621;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle;100 g;2.9167;7
8851989080222;ទឹកអនាម័យស្ត្រី BE NICE;Intimate Soap BE NICE ;150 ml;1.6250;7
8851989080475;ទឹកអនាម័យស្ត្រី BE NICE;Intimate Soap BE NICE ;150 ml;1.6667;7
8851989080215;ទឹកអនាម័យស្ត្រី BE NICE;Intimate Soap BE NICE ;150 ml;1.6667;7
8851932427456;សាប៊ូកក់សក់ផ្សំពីយ៉ិនស៊ិន Sunsilk;Sunsilk shampoo;400 ml;3.1051;7
8851932427487;សាប៊ូកក់សក់ផ្សំពីយ៉ិនស៊ិន Sunsilk;Sunsilk shampoo;400 ml;3.1051;7
8851932427517;សាប៊ូកក់ជំនួយសក់ អោយត្រង់ក្លិនល្មៀត;Hydra-Soothing fluid, a non-greasy moisturizing milk;400 ml;3.1051;7
8858690009566;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle Triple White;100 g;2.7083;7
8858690005780;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle lemon soda;100 g;2.6667;7
8858690002611;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle fresh white;100 g;2.2916;7
8858690012757;ថ្នាំដុសធ្មេញ Sparkle;Toothpaste Sparkle coffee & tea;90 g;2.6667;7
8851932376051;ឡេលាបស្បែក ការពារកំដៅថ្ងៃ;Sunscreen;550 ml;5.16670;7
8851932316583;ឡេលាបស្បែកស មានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;350 ml;3.2917;7
8850002030237;សាប៊ូទឹកដុសខ្លួន Shokubutsu;Shokubutsu Body Wash;500 ml;2.0417;7
8850002024465;សាប៊ូទឹកដុសខ្លួន Shokubutsu;Shokubutsu Body Wash;500 ml;2.0417;7
8850366015000;សាប៊ូទឹកដុសខ្លួន កូនក្មេងក្លិនឈូករ័ត្ន;Baby shower gel with sunflower scent;480 ml;2.3333;77
8850002016620;សាប៊ូទឹកដុសខ្លួន; Shokubutsu shower orange;500 ml;2.0417;7
8851929016533;សាប៊ូទឹកកក់ & ដុសខ្លួន កូនក្មេងសំរាប់ស្បែកស្ងួត;Baby Shampoo & Conditioner for Dry Skin;480 ml;2.3333;7
8851932351188;សាប៊ូកក់ជំនួយសក់ មានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;450 ml;2.3333;7
8851932412995;សាប៊ូកក់ជំនួយសក់មាន សំណើម DOVE;Dove shampoo;450 ml;2.7708;7
8851932227544;សាប៊ូកក់ជំនួយសក់មាន សំណើម DOVE;Dove shampoo;450​ ml;2.6500;7
8850006604113;ម្សៅលាបខ្លួនបុរសត្រជាក់ សំរាប់អ្នកលេងកីឡា;Cool Men's Body Lotion for Athletes;50 g;0.3750;7
8859178707288;ម៉ាសទឹកបកមុនខ្មៅ;MISTINE;10​ g;1.0208;7
8859178710165;ទឹកលាងមុខមុន;Mistine AcNE Clear;100 ml;1.1333;7
8850007811237;ទឹកខ្ពុលមាត់;Listerine;500​ ml;2.3750;7
8850007811251;ទឹកខ្ពុលមាត់កំចាត់បាក់តេរី;Listerine mouthwash;750 ml;2.5416;7
305210256712;ក្រែមលាបមាត់;Vaseline Lip;7 g;1.3333;7
8850006324783;ថ្នាំដុសធ្មេញក្លិនប្រហើរ ជាតិអំបិល ​Colgate;Colgate Salt Toothpaste;150 g;1.9583;7
8850006326015;ថ្នាំដុសធ្មេញជាតិអំបិល;Colgate toothpaste;150 g;1.9583;7
8850006341537;ថ្នាំដុសធ្មេញជាតិធ្យូងអំបិល;Colgate toothpaste (salt;150 g;1.9583;7
8850029026831;ក្រែមលាបបបូរមាត់ ការពារកំដៅថ្ងៃ;Sunscreen;4.8 g;1.4167;7
8850029028866;ក្រែមលាបបបូរមាត់ Nivea;Lip Balm Nivea;4.8 g;1.4167;7
8850029006437;ក្រែមលាបបបូរមាត់ Nivea;Lip Balm Nivea;4.8 g;1.4167;7
8992304024467;ក្រែមព្យាបាលស្នាមអុចខ្មៅ ( ប្រើពេលថ្ងៃ);Dark spot cream (use during the day);50 ml;10.6667;7
8992304037788;ក្រែមព្យាបាលស្នាមអុចខ្មៅ ( ប្រើពេលយប់ );Dark Spot Cream (Night Use);50 ml;11.6667;7
8850029850009;ក្រែមថែបបូរមាត់ Nivea;Nivea Lip Cream;4.8 g;1.4167;7
8850006601839;ម្សៅលាបខ្លួនត្រជាក់ ប្រើក្រោយងូតទឹក;Cold body lotion to use after bath;50 g;0.3750;7
8850006600283;ម្សៅលាបខ្លួនត្រជាក់ ប្រើក្រោយងូតទឹក;Cold body lotion to use after bath;50 g;0.3750;7
78117;ឡេលាបដៃនិងដងខ្លួន R SERIES;Hand and body lotion R SERIES;200 ml;2.3333;7
8851932424868;សេរ៉ូមលាបក្លៀកស្ងួត VASELINE dry serum;VASELINE dry serum;50 ml;2.4500;7
8851932386463;សេរ៉ូមលាបក្លៀកស្ងួត VASELINE;VASELINE Dry Armpit Serum;50​ ml;2.5833;7
8851427009686;គ្រីមដុសខ្លួនទឹកដោះពពែ Carebeau;Goat Milk Body Scrub Carebeau;1150 g;3.2000;7
8850002015869;ឈុតច្រាស់ដុសធ្មេញ កូនក្មេង;Baby Toothbrush Set;N/A;1.3333;7
4894532916641;ខ្សែរ៉ូតធ្មេញ Watsons dental;Dental Floss Watsons dental;1 ដុំ x 3 ប្រអប់;0.7222;7
8851932386449;សេរ៉ូមលាបក្លៀក Vaseline;Armpit Serum Vaseline;50 ml;2.4500;7
4902430399340;សាប៊ូកក់ការពារសក់ខូច;Shampoo to protect damaged hair PANTENE;750 ml;4.1667;7
4902430538640;សាប៊ូកក់សក់ PANTENE;Shampoo PANTENE;680 ml;4.1667;7
4902430573702;សាប៊ូកក់ការពារសក់ខូច;Shampoo to protect damaged hair PANTENE;680 ml;4.1667;7
4902430401111;សាប៊ូកក់សក់ PANTENE;Shampoo PANTENE;750 ml;4.1667;7
4902430413756;សាប៊ូកក់សក់ PANTENE;Shampoo PANTENE;750 ml;4.1667;7
8859178707035;ហ៊្វូមលាងមុខផ្តល់សំណើម MISTINE;Moisturizing face wash MISTINE;80 g;1.3500;7
8992304024368;សាប៊ូកក់ព្យាបាលសក់ខូច L’Oreal;Shampoo for damaged hair L'Oreal;450 ml;2.9583;7
42397540;សេរ៉ូមលាបការពារកំដៅថ្ងៃ NIVEA SUN;NIVEA SUN Sunscreen Serum;180 ml;4.1250;7
42397526;សេរ៉ូមលាបការពារកំដៅថ្ងៃ NIVEA SUN;NIVEA SUN Sunscreen Serum;180 ml;4.1250;7
8851932354899;សាប៊ូការពារសក់ខូច Sunsilk ;Shampoo to protect damaged hair Sunsilk;900 ml;5.3333;7
8850006931196;ហ៊្វូមលាងមុខកំចាត់មុន;Face wash to get rid of acne PROTEX;100 ml;2.1000;7
8850006931189;ហ៊្វូមលាងមុខកំចាត់ជាតិខ្លាញ់;Facial cleanser to remove grease PROTEX;100 ml;2.1666;7
8850006900659;សាប៊ូដុំដុសខ្លួន Protex;Protex Body Soap;70 g;0.3229;7
8850006900406;សាប៊ូដុំដុសខ្លួន Protex;Protex fresh soap 99.9%;65 g;0.3229;7
8850006901083;សាប៊ូដុំដុសខ្លួនត្រជាក់ Protex;Protex hand & body;65 g;0.3229;7
9556031084263;សាប៊ូដុំដុសខ្លួននិងលាងដៃ Protex;Protex hand & body;65 g;0.3229;7
8850006901410;សាប៊ូដុសខ្លួនបុរសបន្ទាប់ ពីលេងកីឡា;Protex Men bath;65 g;0.3229;7
