3721;8809711718738;JM Solution Honey Luminous Propolis Eye Patch;Putheavy;400-698;4;2026-08-21;NORETURN;N10A-C03-L4;180
3722;8809711718721;JM Solution Marine Luminous Eye Patch;Putheavy;400-698;4;2026-06-13;NORETURN;N10A-C03-L5;180
3723;6970714911548;Ke Ke Mood Lipstick 2.5g #02;Putheavy;400-698;3;2026-06-29;NORETURN;N10A-C01-L2;180
3724;6970714916475;Ke Ke Mood Lipstick 2.5g #04;Putheavy;400-698;2;2026-06-29;NORETURN;N10A-C01-L2;180
3725;6970714913092;Ke Ke Mood Lipstick 2.5g #05;Putheavy;400-698;4;2026-06-29;NORETURN;N10A-C01-L2;180
3726;6970714919278;Ke Ke Mood Lipstick 2.5g #06;Putheavy;400-698;5;2026-06-29;NORETURN;N10A-C01-L2;180
3727;6970074434220;Ke Ke Mood Lipstick 2g #01;Putheavy;400-698;1;2026-07-30;NORETURN;N10A-C01-L2;180
3728;6970074434237;Ke Ke Mood Lipstick 2g #02;Putheavy;400-698;5;2026-07-30;NORETURN;N10A-C01-L2;180
3729;6970074434268;Ke Ke Mood Lipstick 2g #04;Putheavy;400-698;5;2026-07-30;NORETURN;N10A-C01-L2;180
3730;6970074434275;Ke Ke Mood Lipstick 2g #05;Putheavy;400-698;2;2026-07-30;NORETURN;N10A-C01-L2;180
3731;8859465691023;KILIN Mango Cream Cookies 400g;Putheavy;400-698;8;2024-10-25;NORETURN;G06B-C03-L2;180
3732;8851876004652;MAMA Rice Porridge Salted Egg Flavour;Putheavy;400-698;31;2024-04-26;NORETURN;G03B-C02-L3;180
3733;8809670681517;MARY & MAY Cica Collagen Peptide Vital Mask Pack (30 sheets);Putheavy;400-698;2;2026-06-26;NORETURN;N10B-C04-L3;180
3734;8809670681524;MARY & MAY Hydra Mask 400g/30EA;Putheavy;400-698;5;2026-05-08;NORETURN;N10B-C04-L3;180
3735;8809670681401;MARY & MAY Vitamin C Brightening Mask;Putheavy;400-698;6;2026-06-27;NORETURN;N10B-C04-L3;180
3736;8857118730679;Megachef Mushroom Sauce 570ml;Putheavy;400-698;10;2025-01-11;NORETURN;G02A-C07-L1;180
3737;8858882501830;MEILIN Nourish Serum Plus Hair 70ml;Putheavy;400-698;12;2027-07-27;NORETURN;N11A-C03-L5;180
3738;8858882501847;MELIN Repair Serum Plus Hair 70ml;Putheavy;400-698;7;2027-09-02;NORETURN;N11A-C03-L5;180
3739;8859433716024;MERREZ'CA Color Corecting CC Cream SPF50+;Putheavy;400-698;29;2026-03-15;NORETURN;N09B-C01-L1;180
3740;8859433711456;MERREZ'CA Dewy Skin Powder Pact No.01;Putheavy;400-698;12;2026-05-30;NORETURN;N10A-C01-L2;180
3741;8859433711463;MERREZ'CA Dewy Skin Powder Pact No.02;Putheavy;400-698;6;2026-05-30;NORETURN;N10A-C01-L2;180
3742;8859433711470;MERREZ'CA Dewy Skin Powder Pact-Soft Beige;Putheavy;400-698;7;2026-05-30;NORETURN;N10A-C01-L2;180
3743;8859433723220;MERREZ'CA Perect Mattee Foundation SPF50+;Putheavy;400-698;10;2026-03-02;NORETURN;N09B-C01-L1;180
3744;8859433731058;MERREZ'CA Perfect Matte Foundation SPF50+;Putheavy;400-698;18;2026-03-03;NORETURN;N09B-C01-L1;180
3745;8859433705899;MERREZ'CA Skin Refreshing UV Essence SPF50+;Putheavy;400-698;29;2026-06-10;NORETURN;N09B-C01-L1;180
3746;8859433702935;MERREZ'CA Skin uo Water Base #Green;Putheavy;400-698;12;2026-03-20;NORETURN;N09B-C01-L1;180
3747;8859433702928;MERREZ'CA Skin up Liquid Foundation SPF50+;Putheavy;400-698;17;2026-03-20;NORETURN;N09B-C01-L1;180
3748;8859433702911;MERREZ'CA Skin Up Liquid Foundation SPF50+;Putheavy;400-698;11;2026-06-10;NORETURN;N09B-C01-L1;180
3749;8859433702942;MERREZ'CA Skin Up Water Base;Putheavy;400-698;18;2026-03-20;NORETURN;N09B-C01-L1;180
3750;8859433705622;MERRZ'CA Dewy Skin Make up base SPF50+;Putheavy;400-698;29;2026-08-20;NORETURN;N09B-C01-L1;180
3751;8809803549202;Mise En Scene Perfect Serum Original Conditioner 680ml;Putheavy;400-698;5;2026-06-20;NORETURN;N11B-C06-L4;180
3752;8809803556200;Mise En Scene Perfect Styling Hair Serum 80ml;Putheavy;400-698;8;2025-09-21;NORETURN;N11A-C03-L3;90
3753;8809803556101;Mise En Scène Perfect Styling Serum Shampoo 680ML;Putheavy;400-698;1;2026-04-09;NORETURN;N11B-C06-L4;180
3754;8809803556194;MISE EN SCENE Perfect Super Rich Hair Serum 80ml;Putheavy;400-698;6;2025-10-04;NORETURN;N11A-C03-L3;90
3755;8809803556118;Mise'en'scene Perfect Styling Conditioner 680ML;Putheavy;400-698;2;2025-12-28;NORETURN;N11B-C06-L4;180
3756;8809803556118;Mise'en'scene Perfect Styling Conditioner 680ML;Putheavy;400-698;2;2027-10-01;NORETURN;N11B-C06-L4;180
3757;9557062321662;Mister Potato Black Crisp Ghost Pepper 45g;Putheavy;400-698;163;2025-03-27;NORETURN;G07A-C01-L5;180
3758;8801008017623;NEUTROGENA Body Oil 250ml;Putheavy;400-698;6;2025-11-06;NORETURN;N11A-C03-L2;90
3759;8850029039473;NIVEA Extra Bright Radiant & Smooth Body Lotion 380ml;Putheavy;400-698;6;2026-06-26;NORETURN;N08A-C03-L2;180
3760;8850029039480;NIVEA Extra Bright Radiant & Smooth Body Lotion 550ml;Putheavy;400-698;35;2026-09-26;NORETURN;N08A-C03-L2;180
3761;8850304096641;Nroplast-S 100 Strip Plasters;Putheavy;400-698;36;2026-09-18;NORETURN;N08A-C08-L5;180
3762;8859510301938;Numju Vitamin Whitening Lotion 100g;Putheavy;400-698;5;2025-07-20;NORETURN;N08A-C04-L5;180
3763;80845379;Nutella Hazelnut Chocolate Spread Glass 25g;Putheavy;400-698;22;2024-05-30;NORETURN;G05B-C05-L4;180
3764;8858910629468;Odbo Soft Mist Oil Control Spray 150ml;Putheavy;400-698;12;2026-09-09;NORETURN;N08B-C04-L2;180
3765;8858152029057;OKASHI Variety Fruit Flavoured Candy;Putheavy;400-698;7;2025-04-11;NORETURN;G07B-C03-L2;180
3766;4719864783061;Olive Blending Oil 1L;Putheavy;400-698;60;2025-10-25;NORETURN;G02B-C01-L2;90
3767;4897029476253;PERFECT CARE Hair Spray with UV Protection 100ml;Putheavy;400-698;10;2028-10-13;NORETURN;N11A-C02-L6;90
3768;4897029476277;PERFECT CARE Hair Spray with UV Spray 250ml;Putheavy;400-698;11;2028-10-12;NORETURN;N11A-C02-L6;90
3769;8806182551000;Rice Water Bright Foaming Cleanser 300ml;Putheavy;400-698;12;2026-09-17;NORETURN;N08B-C07-L1;180
3770;8806182551000;Rice Water Bright Foaming Cleanser 300ml;Putheavy;400-698;6;2026-09-22;NORETURN;N08B-C07-L1;180
3771;8935212812313;ROMANO Fragrant Soap for Men 106g;Putheavy;400-698;5;2026-05-24;NORETURN;N11A-C05-L5;180
3772;8801073215863;SAMYANG Hot Chicken Flavor Ramen 110g;Putheavy;400-698;21;2024-06-30;NORETURN;G03B-C04-L5;180
3773;6974998720988;SEOMOU Avocado Hyaluronic Acid Mask 25ml;Putheavy;400-698;18;2026-05-04;NORETURN;N10B-C02-L3;180
3774;6974998721817;SEOMOU Cherry Whitening Mask 25ml;Putheavy;400-698;19;2026-05-04;NORETURN;N10B-C02-L3;180
3775;6974998721794;SEOMOU Fruit Anti-AGING Mask 25ml;Putheavy;400-698;20;2026-05-04;NORETURN;N10B-C02-L3;180
3776;6974998720964;SEOMOU Honey Hydrating Mask 25ml;Putheavy;400-698;4;2026-05-04;NORETURN;N10B-C02-L2;180
3777;6974998722135;SEOMOU Hyaluronic Acid Moisturizing Mask 25ml;Putheavy;400-698;11;2026-05-04;NORETURN;N10B-C02-L2;180
3778;6974998722159;SEOMOU Mango ANTI-AGING Mask 25ml;Putheavy;400-698;17;2026-05-04;NORETURN;N10B-C02-L3;180
3779;6974998723712;SEOMOU Papaya Repairing Mask 25ml;Putheavy;400-698;9;2026-05-04;NORETURN;N10B-C02-L3;180
3780;6974998720940;SEOMOU Pomegranate Moisturiz Mask 25ml;Putheavy;400-698;30;2026-05-04;NORETURN;N10B-C02-L2;180
3781;6974998722166;SEOMOU Strawberry Smoothing Mask 25ml;Putheavy;400-698;21;2026-05-04;NORETURN;N10B-C02-L2;180
3782;6974998722142;SEOMOU Vitamin C Moisturizing Mask 25ml;Putheavy;400-698;17;2026-05-04;NORETURN;N10B-C02-L3;180
3783;8852086001240;Seven Hair Seed Oil 30ml;Putheavy;400-698;3;2026-07-14;NORETURN;N11A-C02-L6;180
3784;8857125487023;Seven Hair Serum 30ml;Putheavy;400-698;4;2025-02-05;NORETURN;N11A-C02-L6;180
3785;8850002038691;SHOKUBUTSU Shower Cream reduces bacteria 450ml;Putheavy;400-698;10;2026-03-17;NORETURN;N10A-C04-L4;180
3786;8858994418668;SIVANNA COLORS Eyebrow Pencil 0.3g;Putheavy;400-698;11;2028-05-03;NORETURN;N09A-C01-L4;180
3787;8858994418675;SIVANNA COLORS Eyebrow Pencil 0.3g;Putheavy;400-698;23;2028-05-03;NORETURN;N09A-C01-L4;180
3788;8858994424041;Sivanna Colors Eyeliner Gel Pen 0.45g;Putheavy;400-698;9;2028-01-03;NORETURN;N09A-C02-L6;180
3789;8858994423839;SIVANNA COLORS fine waterproof eyeliner gel;Putheavy;400-698;8;2028-06-25;NORETURN;N09A-C01-L5;180
3790;8858994423815;SIVANNA COLORS fine waterproof eyeliner gel;Putheavy;400-698;10;2028-07-02;NORETURN;N09A-C01-L4;180
3791;8996001350898;Superstar Twin stuffed with chocolate cream 32g x 12;Putheavy;400-698;6;2024-10-23;NORETURN;G06A-C03-L7;180
3792;6956637707208;SVMY Makeup Eyeliner 3.5g;Putheavy;400-698;10;2028-08-16;NORETURN;N09B-C01-L3;180
3793;6956637707208;SVMY Makeup Eyeliner 3.5g;Putheavy;400-698;14;2028-08-16;NORETURN;N09B-C01-L2;180
3794;8809835060041;TOCOBO Cotton Soft Sun Stick SPF50+ PA++++ 19g;Putheavy;400-698;1;2026-04-27;NORETURN;N08B-C02-L4;180
3795;41800799981984;Vaselin Body Lotion (Smooth Glow) 300ml;Putheavy;400-698;3;2025-09-27;NORETURN;N08A-C03-L3;180
3796;8851932459174;Vaseline Ampoule Serum Deodorant 45ml;Putheavy;400-698;15;2025-09-20;NORETURN;N09B-C06-L8;180
3797;8851932459181;Vaseline ampoule serum deodorant 45ml;Putheavy;400-698;20;2025-09-21;NORETURN;N09B-C06-L8;180
3798;8851932459228;Vaseline Ampoule Serum Deodorant 45ml;Putheavy;400-698;18;2026-09-15;NORETURN;N09B-C06-L8;180
3799;8851932459204;Vaseline Ampoule Serum Deodorant 45ml;Putheavy;400-698;16;2026-09-30;NORETURN;N09B-C06-L8;180
3800;41800799961984;Vaseline Body Lotion (Luminous Glow) 300ml;Putheavy;400-698;3;2026-09-27;NORETURN;N08A-C03-L3;180
3801;41800799971984;Vaseline Body Lotion (Youthful Glow) 300ml;Putheavy;400-698;5;2026-09-27;NORETURN;N08A-C03-L3;180
3802;41800799951984;Vaseline Body Serum (Smooth Glow) 300ml;Putheavy;400-698;6;2026-09-27;NORETURN;N08A-C03-L3;180
3803;8801046862421;Vaseline Daily Moisture Lotion (Dry Skin) 450ml;Putheavy;400-698;2;2026-09-29;NORETURN;N08A-C01-L3;180
3804;8801046871522;Vaseline Double Moisture Lotion (Dry Skin) 450ml;Putheavy;400-698;3;2026-07-30;NORETURN;N08A-C01-L3;180
3805;8801046862438;Vaseline Hand & Nail Lotion 450ml;Putheavy;400-698;3;2026-04-19;NORETURN;N08A-C01-L3;180
3806;8901030841095;Vaseline Keeps dry Skin Nourished 600ml;Putheavy;400-698;12;2028-04-09;NORETURN;N08A-C01-L3;180
3807;8999999034030;Vaseline Men Anti Acne Face Wash 100ml;Putheavy;400-698;1;2024-12-27;NORETURN;N08B-C07-L6;180
3808;8999999034030;Vaseline Men Anti Acne Face Wash 100ml;Putheavy;400-698;11;2026-03-04;NORETURN;N08B-C07-L6;180
3809;8999999034030;Vaseline Men Anti Acne Face Wash 100ml;Putheavy;400-698;2;2026-03-16;NORETURN;N08B-C07-L6;180
3810;4800888157942;VASELINE men foam (Anti Dullness face wash) 100g;Putheavy;400-698;5;2025-02-25;NORETURN;N08B-C07-L6;180
3811;4800888157966;VASELINE men foam (Healthy Bright face wash) 100g;Putheavy;400-698;4;2025-07-06;NORETURN;N08B-C07-L6;180
3812;4800888157966;VASELINE men foam (Healthy Bright face wash) 100g;Putheavy;400-698;10;2026-03-20;NORETURN;N08B-C07-L6;180
3813;4906156037890;Veet Naturals In Shower Hair Removal Cream Sensitive 150g;Putheavy;400-698;2;2028-02-08;NORETURN;N10A-C03-L4;180
3814;4894532954650;Watsons Facial Cleansing Wipes 3in1 Micellar Water 20wipes;Putheavy;400-698;8;2025-11-16;NORETURN;N12A-C03-L6;180
3815;4894532954681;Watsons Facial Cleansing Wipes Deep Cleansing 20wipes;Putheavy;400-698;11;2025-11-29;NORETURN;N12A-C03-L6;180
3816;4894532954674;Watsons Facial Cleansing Wipes Gentle 20wipes;Putheavy;400-698;9;2025-11-24;NORETURN;N12A-C03-L6;180
3817;4894532954667;Watsons Facial Cleansing Wipes Moisturising 20wipes;Putheavy;400-698;17;2025-11-21;NORETURN;N12A-C03-L6;180
3818;41800799921984;WENDY Milk Shiny Soap 50g;Putheavy;400-698;14;2026-06-06;NORETURN;N11A-C07-L6;180
3819;8809054400192;Yopokki Cheese (Rice Cake) 120g;Putheavy;400-698;3;2024-06-11;NORETURN;G03B-C02-L3;180
3820;CHSOUP2;Chinese Black Chicken Soup 130g;R&M WHOLESALE;400-410;42;2024-07-30;RETURN;G01B-C08-L1;90
3821;CSOUP3;Chinese Black Chicken Soup 230g;R&M WHOLESALE;400-410;10;2024-07-31;RETURN;G01B-C08-L1;90
3822;6927507100443;Honey Lemon;R.S.L WHOLESALER;400-656;85;2025-02-01;RETURN;G05B-C04-L3;90
3823;8847100981455;Fine Rice Vermicelli 300g;RICE & U;400-080;97;2026-09-30;RETURN;G03A-C07-L4;90
3824;8847100980755;RICE&U rice vermicelli 400g;RICE & U;400-080;13;2026-01-31;RETURN;G03A-C06-L5;90
3825;8847102360258;Ginger and Lemongrass Tea 20sachets;Ringacam;400-112;1;2024-12-31;RETURN;G05B-C02-L6;90
3826;8847102360333;Gold Turmeric Powder;Ringacam;400-112;8;2025-10-21;RETURN;G05B-C02-L3;90
3827;8847102360241;Lemongrass and Pandan Leave Tea 20sachets;Ringacam;400-112;8;2024-12-31;RETURN;G05B-C02-L6;90
3828;8847102360227;Misai Kucing Natural Herbal Tea 30 sachets;Ringacam;400-112;1;2024-07-01;RETURN;G05B-C01-L5;90
3829;8847102360067;Mixed Moringa Tea;Ringacam;400-112;6;2025-07-19;RETURN;G05B-C02-L1;90
3830;8847102360012;Moringa Tea Leafs;Ringacam;400-112;21;2025-10-20;RETURN;G05B-C01-L4;90
3831;8847102360319;Nature Noni Powder 180g;Ringacam;400-112;2;2024-12-31;RETURN;G05B-C02-L3;90
3832;8847102360425;Tongrat Ali;Ringacam;400-112;4;2024-05-31;RETURN;G05B-C02-L2;90
3833;8847102360654;Zingiber Reachhiny;Ringacam;400-112;2;2025-07-31;RETURN;G05B-C02-L2;90
3834;9555039903576;BELLIE CHEESE FLAVOURED CREAM SANDWICH 190GM;RITHY SERVICE PRODUCTS;100-049;9;2024-07-20;RETURN;G06B-C07-L5;90
3835;9555039903569;BELLIE CHOCOLATE FLAVOURED CREAM SANDWICH 190GM;RITHY SERVICE PRODUCTS;100-049;4;2024-07-20;RETURN;G06B-C07-L4;90
3836;9555039903378;BELLIE SUGAR CRACKERS 200GM;RITHY SERVICE PRODUCTS;100-049;10;2024-07-20;RETURN;G06B-C07-L7;90
3837;721557215210;DRAGONFLY cooking oyster sauce (premium flavoured) 567g;RITHY SERVICE PRODUCTS;100-049;4;2025-01-10;RETURN;G02A-C07-L3;90
3838;721557371077;DRAGONFLY crackers (cuttlefish hot & spicy) 230g;RITHY SERVICE PRODUCTS;100-049;6;2024-09-08;RETURN;G07A-C04-L1;90
3839;721557371060;Dragonfly Cuttlefish Crackers;RITHY SERVICE PRODUCTS;100-049;3;2024-09-08;RETURN;G07A-C04-L1;90
3840;721557365205;Dragonfly Family Biscuits;RITHY SERVICE PRODUCTS;100-049;6;2025-03-13;RETURN;G06B-C01-L4;90
3841;721557371084;Dragonfly Hot & Spicy Chicken Flavoured Crackers 160g;RITHY SERVICE PRODUCTS;100-049;2;2025-01-27;RETURN;G07A-C05-L2;90
3842;3379140084421;DRAGONFLY POTATO CHIPS BARBECUE 150G;RITHY SERVICE PRODUCTS;100-049;10;2024-08-16;RETURN;G07A-C01-L6;90
3843;3379149009227;DRAGONFLY POTATO CHIPS HOT & SPICY 150G;RITHY SERVICE PRODUCTS;100-049;13;2024-08-16;RETURN;G07A-C01-L6;90
3844;3379149009234;DRAGONFLY POTATO CHIPS ORIGINAL 150G;RITHY SERVICE PRODUCTS;100-049;9;2025-03-05;RETURN;G07A-C01-L6;90
3845;3379140055506;DRAGONFLY POTATO CHIPS SEAWEED 150G;RITHY SERVICE PRODUCTS;100-049;15;2024-08-16;RETURN;G07A-C03-L3;90
3846;3379140084223;DRAGONFLY POTATO CHIPS SOUR CREAM & ONION 150G;RITHY SERVICE PRODUCTS;100-049;11;2025-03-05;RETURN;G07A-C01-L6;90
3847;3379140043527;DRAGONFLY POTATO CHIPS TOMATO 150G;RITHY SERVICE PRODUCTS;100-049;12;2025-03-05;RETURN;G07A-C01-L6;90
3848;721557216095;DRAGONFLY seasoning soy sauce 200ml;RITHY SERVICE PRODUCTS;100-049;12;2024-07-11;RETURN;G02A-C06-L4;90
3849;721557371008;Dragonfly Shrimp Chips;RITHY SERVICE PRODUCTS;100-049;3;2025-03-20;RETURN;G07A-C04-L1;90
3850;721557365526;Dragonfly Wafer Sticks Coconut Flavour;RITHY SERVICE PRODUCTS;100-049;11;2024-10-10;RETURN;G06A-C02-L2;90
3851;721557365533;Dragonfly Wafer Sticks Vanilla Flavour;RITHY SERVICE PRODUCTS;100-049;11;2024-10-10;RETURN;G06A-C02-L2;90
3852;9556345018312;MIAOW Cheese Flavoured Rings;RITHY SERVICE PRODUCTS;100-049;4;2025-01-27;RETURN;G07A-C06-L1;90
3853;9556345007477;MIAOW GreenPea Snack;RITHY SERVICE PRODUCTS;100-049;5;2024-05-14;RETURN;G07A-C06-L1;90
3854;9556345280078;Miaow Miaow Hot & Spicy Flavoured Snacks;RITHY SERVICE PRODUCTS;100-049;13;2025-02-23;RETURN;G07A-C06-L6;90
3855;9556345280061;Miaow Miaow Pizza Flavoured Snacks;RITHY SERVICE PRODUCTS;100-049;9;2024-05-14;RETURN;G07A-C06-L4;90
3856;9556345008573;Miaow Miaow Prawn Crackers;RITHY SERVICE PRODUCTS;100-049;7;2024-11-25;RETURN;G07A-C07-L3;90
3857;721557216101;Seasoning Soy Sauce;RITHY SERVICE PRODUCTS;100-049;19;2024-08-12;RETURN;G02A-C05-L2;90
3858;8850722091945;Civic Rice Milk Vitamin E Collagen Cleansing Cream 180g;ROYAL CONSUMER CO., LTD;100-000;9;2024-05-04;RETURN;N08B-C06-L6;90
3859;8850722091945;Civic Rice Milk Vitamin E Collagen Cleansing Cream 180g;ROYAL CONSUMER CO., LTD;100-000;4;2024-10-10;RETURN;N08B-C06-L6;90
3860;8850722091945;Civic Rice Milk Vitamin E Collagen Cleansing Cream 180g;ROYAL CONSUMER CO., LTD;100-000;5;2027-10-12;RETURN;N08B-C06-L6;90
3861;8850002804166;Hi-Class Softener Pink 3800ml;ROYAL CONSUMER CO., LTD;100-000;12;2025-06-09;RETURN;N17B-C04-LV4;90
3862;8859274800593;Laundry detergent lady fost 3.5L;RPG IMEX CO.,LTD;400-221;1;2024-06-10;RETURN;N17A-C05-L2;180
3863;8859274800838;Laundry liquid detergent freshy 3.5L;RPG IMEX CO.,LTD;400-221;12;2024-11-05;RETURN;N17B-C05-LV2;180
3864;8859274800890;Laundry liquid detergent perfume extra 3.5L;RPG IMEX CO.,LTD;400-221;12;2024-07-01;RETURN;N17B-C05-LV2;180
3865;8859274800890;Laundry liquid detergent perfume extra 3.5L;RPG IMEX CO.,LTD;400-221;7;2024-07-10;RETURN;N17A-C05-L2;180
3866;8936158640374;ORAZONE JACK FRUIT 100G;RPG IMEX CO.,LTD;400-221;22;2024-05-17;RETURN;G04B-C05-L4;180
3867;8858854589613;Pik Fragrance free 90wipes;RPG IMEX CO.,LTD;400-221;15;2025-02-22;RETURN;N12A-C03-L4;180
3868;8858854589613;Pik Fragrance free 90wipes;RPG IMEX CO.,LTD;400-221;9;2025-02-22;RETURN;N11B-C09-L4;180
3869;8858854589675;Pik Light Scente 90wipes;RPG IMEX CO.,LTD;400-221;18;2025-02-22;RETURN;N12A-C03-L4;180
3870;8858854589675;Pik Light Scente 90wipes;RPG IMEX CO.,LTD;400-221;47;2025-02-22;RETURN;N11B-C09-L4;180
3871;8858854589644;Pik light scented 90wipes;RPG IMEX CO.,LTD;400-221;6;2025-02-22;RETURN;N12A-C03-L4;180
3872;8858854589644;Pik light scented 90wipes;RPG IMEX CO.,LTD;400-221;29;2025-02-22;RETURN;N11B-C09-L5;180
3873;8858854589644;Pik light scented 90wipes;RPG IMEX CO.,LTD;400-221;29;2025-04-24;RETURN;N11B-C09-L5;180
3874;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;3;2025-01-09;RETURN;N12A-C03-L1;180
3875;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;1;2025-01-09;RETURN;N11B-C09-L2;180
3876;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;2;2025-03-13;RETURN;N12A-C03-L1;180
3877;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;5;2025-03-13;RETURN;N11B-C09-L2;180
3878;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;15;2025-04-14;RETURN;N11B-C09-L2;180
3879;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;25;2025-06-09;RETURN;N12A-C03-L1;180
3880;8858854536327;PIKMI Wet Tissue (alovera smell);RPG IMEX CO.,LTD;400-221;31;2025-06-09;RETURN;N11B-C09-L2;180
3881;8858854536396;PIKMI Wet Tissue Blue (no smell);RPG IMEX CO.,LTD;400-221;19;2025-03-13;RETURN;N12A-C03-L2;180
3882;8858854536396;PIKMI Wet Tissue Blue (no smell);RPG IMEX CO.,LTD;400-221;21;2025-04-14;RETURN;N12A-C03-L2;180
3883;8858854536365;PIKMI Wet Tissue Pink (baby powder smell);RPG IMEX CO.,LTD;400-221;4;2024-11-16;RETURN;N12A-C03-L2;180
3884;8858854536365;PIKMI Wet Tissue Pink (baby powder smell);RPG IMEX CO.,LTD;400-221;28;2025-01-13;RETURN;N12A-C03-L2;180
3885;8858854536365;PIKMI Wet Tissue Pink (baby powder smell);RPG IMEX CO.,LTD;400-221;9;2025-04-14;RETURN;N12A-C03-L2;180
3886;8858854536365;PIKMI Wet Tissue Pink (baby powder smell);RPG IMEX CO.,LTD;400-221;4;2025-04-18;RETURN;N12A-C03-L2;180
3887;8858854536365;PIKMI Wet Tissue Pink (baby powder smell);RPG IMEX CO.,LTD;400-221;2;2025-04-24;RETURN;N12A-C03-L2;180
3888;8858854536365;PIKMI Wet Tissue Pink (baby powder smell);RPG IMEX CO.,LTD;400-221;12;2025-05-29;RETURN;N12A-C03-L2;180
3889;8855556006080;BWELL BIRDS NEST BEVERAGE 250ML;RSL DISTRIBUTION;400-456;24;2025-10-11;RETURN;;180
3890;8857124492738;MASTER nest bird's beverage rock sugar 180ml;RSL DISTRIBUTION;400-456;48;2025-11-06;RETURN;;180
3891;8847105790199;"C.A.P HIMALAYAN PINK SALT COARSE
GRINDER 100G";RUORAAL SOPPORT;400-677;6;2026-02-28;RETURN;G01B-C05-L5;180
3892;8847105797747;"C.A.P HIMALAYAN PINK SALT FINE 
GLASS JAR 75G";RUORAAL SOPPORT;400-677;4;2026-03-30;RETURN;G01B-C05-L5;180
3893;8847105798799;"C.A.P HIMALAYAN PINK SALT FINE
ZIPPER BAG 1​ KG";RUORAAL SOPPORT;400-677;21;2026-08-30;RETURN;G01B-C02-L2;180
3894;8847105798867;"C.A.P HIMALAYAN WHITE SALT 
GRINDER 100G";RUORAAL SOPPORT;400-677;5;2026-02-28;RETURN;G01B-C05-L5;180
3895;8847105798881;"C.A.P HIMALAYAN WHITE SALT FINE 
GLASS JAR 75G";RUORAAL SOPPORT;400-677;7;2025-11-30;RETURN;G01B-C05-L5;180
3896;8847105798669;C.A.P HIMALAYAN WHITE SALT FINE ZIPPER BAG 1​ KG;RUORAAL SOPPORT;400-677;10;2026-01-31;RETURN;G01B-C02-L2;180
3897;8847105798898;C.A.P HIMALAYAN WHITE SALT FINE ZIPPER BAG 1​ KG;RUORAAL SOPPORT;400-677;15;2026-07-30;RETURN;G01B-C02-L3;180
3898;8847105797778;"C.A.P KAMPOT BLACK PEPPER 
GRINDER 55G";RUORAAL SOPPORT;400-677;4;2026-05-30;RETURN;G01B-C06-L4;180
3899;8847105792223;"C.A.P KAMPOT RED PEPPER 
GRINDER 55G";RUORAAL SOPPORT;400-677;8;2026-03-30;RETURN;G01B-C06-L4;180
3900;8847105796665;"C.A.P KAMPOT WHITE PEPPER 
GRINDER 65G";RUORAAL SOPPORT;400-677;22;2026-10-30;RETURN;G01B-C06-L4;180
3901;8847105790168;"C.A.P NATURAL PALM SUGAR 
ZIPPER BAG 500G";RUORAAL SOPPORT;400-677;4;2026-08-30;RETURN;G01B-C04-L5;180
3902;8858694621368;BEAR Candy Coins (Chocolate flavor) 168g;S.P.F 168 CO.,LTD;100-520;7;2024-09-19;RETURN;G07B-C02-L6;90
3903;8858694621429;BEAR candy coins (chocolate flavor) 168g;S.P.F 168 CO.,LTD;100-520;5;2024-10-03;RETURN;G07B-C02-L6;90
3904;8850344002664;Fish Sauce (Big) 830g;S.P.F 168 CO.,LTD;100-520;8;2025-05-30;RETURN;G02A-C06-L2;90
3905;8850344002206;Oyster Sauce (Big) 790g;S.P.F 168 CO.,LTD;100-520;7;2025-07-12;RETURN;G02A-C08-L1;90
3906;8850344200176;Suree Coconut Milk Rich & Creamy 400ml;S.P.F 168 CO.,LTD;100-520;23;2026-08-11;RETURN;G01A-C08-L6;90
3907;8850344002008;Sweet Chilli Sauce (small) 370g;S.P.F 168 CO.,LTD;100-520;3;2024-09-20;RETURN;G02A-C03-L4;90
3908;8850390042485;Beauty srin collagen coffee 7s x 35;SADA INVESTMENT CO.,LTD;100-571;10;2025-08-10;RETURN;G05A-C08-L4;180
3909;8850390042720;Beauty srin de-taxi mix coffee 5s x44;SADA INVESTMENT CO.,LTD;100-571;16;2025-08-05;RETURN;G05A-C08-L4;180
3910;8850390042362;Beauty srin maroom coffee 7s x 35;SADA INVESTMENT CO.,LTD;100-571;5;2024-10-24;RETURN;G05A-C08-L4;180
3911;8849304251228;Beesoft Dish wash Lemon;SADA INVESTMENT CO.,LTD;100-571;12;2024-11-11;RETURN;N16B-C04-LV2;180
3912;8849304251242;Beesoft Dish wash Lemon;SADA INVESTMENT CO.,LTD;100-571;12;2025-01-18;RETURN;N16B-C03-LV4;180
3913;8849304251242;Beesoft Dish wash Lemon;SADA INVESTMENT CO.,LTD;100-571;12;2025-04-28;RETURN;N16B-C03-LV4;180
